resource,family,class,order,taxonName,taxonCommonName,differentFrom,endemicTo,conservationStatus,resourceLabel,familyLabel,classLabel,orderLabel,differentFromLabel,endemicToLabel,conservationStatusLabel
http://www.wikidata.org/entity/q18958,http://www.wikidata.org/entity/q26381,"['http://www.wikidata.org/entity/q23809240', 'http://www.wikidata.org/entity/q10811', 'http://www.wikidata.org/entity/q5113']","['http://www.wikidata.org/entity/q183364', 'http://www.wikidata.org/entity/q430', 'http://www.wikidata.org/entity/q186334', 'http://www.wikidata.org/entity/q138921']",,"['puerto rican lizard-cuckoo', 'puerto rican lizard cuckoo']",,,http://www.wikidata.org/entity/q211005,puerto rican lizard cuckoo,cuculidae,"['dipnotetrapodomorpha', 'reptilia', 'bird']","['cuculiformes', 'dinosaur', 'saurischia', 'avetheropoda']",,,least concern
http://www.wikidata.org/entity/q18969,http://www.wikidata.org/entity/q26050,"['http://www.wikidata.org/entity/q23809240', 'http://www.wikidata.org/entity/q10811', 'http://www.wikidata.org/entity/q5113']","['http://www.wikidata.org/entity/q430', 'http://www.wikidata.org/entity/q25341', 'http://www.wikidata.org/entity/q186334', 'http://www.wikidata.org/entity/q138921']",,"['bicknell’s thrush', ""bicknell's thrush""]",,,http://www.wikidata.org/entity/q278113,bicknell's thrush,thrush,"['dipnotetrapodomorpha', 'reptilia', 'bird']","['dinosaur', 'passeriformes', 'saurischia', 'avetheropoda']",,,vulnerable
http://www.wikidata.org/entity/q18972,http://www.wikidata.org/entity/q162085,"['http://www.wikidata.org/entity/q23809240', 'http://www.wikidata.org/entity/q10811', 'http://www.wikidata.org/entity/q5113']","['http://www.wikidata.org/entity/q19338', 'http://www.wikidata.org/entity/q430', 'http://www.wikidata.org/entity/q186334', 'http://www.wikidata.org/entity/q138921']",,"['réunion flightless ibis', 'reunion ibis', 'réunion solitaire', 'réunion ibis']",,http://www.wikidata.org/entity/q17070,http://www.wikidata.org/entity/q237350,réunion ibis,ibises and spoonbills,"['dipnotetrapodomorpha', 'reptilia', 'bird']","['pelecaniformes', 'dinosaur', 'saurischia', 'avetheropoda']",,réunion,extinct species
http://www.wikidata.org/entity/q18987,http://www.wikidata.org/entity/q205323,"['http://www.wikidata.org/entity/q10811', 'http://www.wikidata.org/entity/q23809240', 'http://www.wikidata.org/entity/q5113']","['http://www.wikidata.org/entity/q186334', 'http://www.wikidata.org/entity/q430', 'http://www.wikidata.org/entity/q25978', 'http://www.wikidata.org/entity/q138921']",,"['southern skua', 'brown skua']",,,,brown skua,stercorariidae,"['reptilia', 'dipnotetrapodomorpha', 'bird']","['saurischia', 'dinosaur', 'charadriiformes', 'avetheropoda']",,,
http://www.wikidata.org/entity/q19027,http://www.wikidata.org/entity/q26381,"['http://www.wikidata.org/entity/q10811', 'http://www.wikidata.org/entity/q5113', 'http://www.wikidata.org/entity/q23809240']","['http://www.wikidata.org/entity/q430', 'http://www.wikidata.org/entity/q183364', 'http://www.wikidata.org/entity/q186334', 'http://www.wikidata.org/entity/q138921']",,black-billed cuckoo,,,http://www.wikidata.org/entity/q211005,black-billed cuckoo,cuculidae,"['reptilia', 'bird', 'dipnotetrapodomorpha']","['dinosaur', 'cuculiformes', 'saurischia', 'avetheropoda']",,,least concern
http://www.wikidata.org/entity/q19055,http://www.wikidata.org/entity/q26375,"['http://www.wikidata.org/entity/q10811', 'http://www.wikidata.org/entity/q5113', 'http://www.wikidata.org/entity/q23809240']","['http://www.wikidata.org/entity/q430', 'http://www.wikidata.org/entity/q21659', 'http://www.wikidata.org/entity/q186334', 'http://www.wikidata.org/entity/q138921']",,white-tailed ptarmigan,,,http://www.wikidata.org/entity/q211005,white-tailed ptarmigan,phasianidae,"['reptilia', 'bird', 'dipnotetrapodomorpha']","['dinosaur', 'galliformes', 'saurischia', 'avetheropoda']",,,least concern
http://www.wikidata.org/entity/q19056,http://www.wikidata.org/entity/q26375,"['http://www.wikidata.org/entity/q23809240', 'http://www.wikidata.org/entity/q10811', 'http://www.wikidata.org/entity/q5113']","['http://www.wikidata.org/entity/q430', 'http://www.wikidata.org/entity/q138921', 'http://www.wikidata.org/entity/q186334', 'http://www.wikidata.org/entity/q21659']",,spruce grouse,,,http://www.wikidata.org/entity/q211005,spruce grouse,phasianidae,"['dipnotetrapodomorpha', 'reptilia', 'bird']","['dinosaur', 'avetheropoda', 'saurischia', 'galliformes']",,,least concern
http://www.wikidata.org/entity/q19058,http://www.wikidata.org/entity/q26375,"['http://www.wikidata.org/entity/q10811', 'http://www.wikidata.org/entity/q23809240', 'http://www.wikidata.org/entity/q5113']","['http://www.wikidata.org/entity/q186334', 'http://www.wikidata.org/entity/q21659', 'http://www.wikidata.org/entity/q430', 'http://www.wikidata.org/entity/q138921']",,ruffed grouse,,,http://www.wikidata.org/entity/q211005,ruffed grouse,phasianidae,"['reptilia', 'dipnotetrapodomorpha', 'bird']","['saurischia', 'galliformes', 'dinosaur', 'avetheropoda']",,,least concern
http://www.wikidata.org/entity/q19068,http://www.wikidata.org/entity/q26375,"['http://www.wikidata.org/entity/q23809240', 'http://www.wikidata.org/entity/q10811', 'http://www.wikidata.org/entity/q5113']","['http://www.wikidata.org/entity/q430', 'http://www.wikidata.org/entity/q138921', 'http://www.wikidata.org/entity/q186334', 'http://www.wikidata.org/entity/q21659']",,sharp-tailed grouse,,,http://www.wikidata.org/entity/q211005,sharp-tailed grouse,phasianidae,"['dipnotetrapodomorpha', 'reptilia', 'bird']","['dinosaur', 'avetheropoda', 'saurischia', 'galliformes']",,,least concern
http://www.wikidata.org/entity/q19075,http://www.wikidata.org/entity/q45556,"['http://www.wikidata.org/entity/q23809240', 'http://www.wikidata.org/entity/q10811']",http://www.wikidata.org/entity/q122422,,rosy boa,,,http://www.wikidata.org/entity/q211005,rosy boa,boidae,"['dipnotetrapodomorpha', 'reptilia']",squamata,,,least concern
http://www.wikidata.org/entity/q19129,http://www.wikidata.org/entity/q18001601,"['http://www.wikidata.org/entity/q19105', 'http://www.wikidata.org/entity/q19430', 'http://www.wikidata.org/entity/q1358']","['http://www.wikidata.org/entity/q19430', 'http://www.wikidata.org/entity/q15220643', 'http://www.wikidata.org/entity/q21076290']",,,,,,plesiosiro madeleyi,plesiosironidae,"['merostomata', 'xiphosura', 'arachnida']","['xiphosura', 'xiphosurida', 'haptopoda']",,,
http://www.wikidata.org/entity/q19486,http://www.wikidata.org/entity/q182968,"['http://www.wikidata.org/entity/q23809240', 'http://www.wikidata.org/entity/q7377']",http://www.wikidata.org/entity/q7380,,"['blackish-green guenon', 'allen’s swamp monkey', ""allen's swamp monkey""]",,,http://www.wikidata.org/entity/q211005,allen's swamp monkey,old world monkey,"['dipnotetrapodomorpha', 'mammal']",primate,,,least concern
http://www.wikidata.org/entity/q19537,http://www.wikidata.org/entity/q635162,"['http://www.wikidata.org/entity/q23809240', 'http://www.wikidata.org/entity/q7377']",http://www.wikidata.org/entity/q7380,,"['pygmy chimpanzee', 'gracile chimpanzee', 'dwarf chimpazee', 'bonobo']",http://www.wikidata.org/entity/q707967,,http://www.wikidata.org/entity/q11394,bonobo,hominidae,"['dipnotetrapodomorpha', 'mammal']",primate,bonobo,,endangered
http://www.wikidata.org/entity/q19551,http://www.wikidata.org/entity/q26375,"['http://www.wikidata.org/entity/q10811', 'http://www.wikidata.org/entity/q5113', 'http://www.wikidata.org/entity/q23809240']","['http://www.wikidata.org/entity/q430', 'http://www.wikidata.org/entity/q21659', 'http://www.wikidata.org/entity/q186334', 'http://www.wikidata.org/entity/q138921']",,"['lesser prairie-chicken', 'lesser prairie chicken']",,,http://www.wikidata.org/entity/q278113,lesser prairie chicken,phasianidae,"['reptilia', 'bird', 'dipnotetrapodomorpha']","['dinosaur', 'galliformes', 'saurischia', 'avetheropoda']",,,vulnerable
http://www.wikidata.org/entity/q19555,http://www.wikidata.org/entity/q211670,"['http://www.wikidata.org/entity/q10811', 'http://www.wikidata.org/entity/q23809240', 'http://www.wikidata.org/entity/q5113']","['http://www.wikidata.org/entity/q186334', 'http://www.wikidata.org/entity/q430', 'http://www.wikidata.org/entity/q25341', 'http://www.wikidata.org/entity/q138921']",,"[""kaua'i 'o'o"", 'kauai oo']",,http://www.wikidata.org/entity/q201026,http://www.wikidata.org/entity/q237350,kauaʻi ʻōʻō,meliphagidae,"['reptilia', 'dipnotetrapodomorpha', 'bird']","['saurischia', 'dinosaur', 'passeriformes', 'avetheropoda']",,kauai,extinct species
http://www.wikidata.org/entity/q19630,http://www.wikidata.org/entity/q26375,"['http://www.wikidata.org/entity/q5113', 'http://www.wikidata.org/entity/q10811', 'http://www.wikidata.org/entity/q23809240']","['http://www.wikidata.org/entity/q21659', 'http://www.wikidata.org/entity/q430', 'http://www.wikidata.org/entity/q186334', 'http://www.wikidata.org/entity/q138921']",,"['greater prairie-chicken', 'greater prairie chicken']",,,http://www.wikidata.org/entity/q719675,greater prairie chicken,phasianidae,"['bird', 'reptilia', 'dipnotetrapodomorpha']","['galliformes', 'dinosaur', 'saurischia', 'avetheropoda']",,,near threatened
http://www.wikidata.org/entity/q19733,http://www.wikidata.org/entity/q557221,http://www.wikidata.org/entity/q133144,http://www.wikidata.org/entity/q206636,,,,,,tremella mesenterica,tremellaceae,tremellomycetes,tremellales,,,
http://www.wikidata.org/entity/q19737,http://www.wikidata.org/entity/q979490,http://www.wikidata.org/entity/q27720,http://www.wikidata.org/entity/q219143,,bearded tooth,,,http://www.wikidata.org/entity/q211005,hericium erinaceus,hericiaceae,agaricomycetes,russulales,,,least concern
http://www.wikidata.org/entity/q19740,http://www.wikidata.org/entity/q899266,http://www.wikidata.org/entity/q27720,http://www.wikidata.org/entity/q659629,,cep,,,http://www.wikidata.org/entity/q211005,boletus edulis,boletaceae,agaricomycetes,boletales,,,least concern
http://www.wikidata.org/entity/q19939,http://www.wikidata.org/entity/q25265,"['http://www.wikidata.org/entity/q23809240', 'http://www.wikidata.org/entity/q7377']",http://www.wikidata.org/entity/q25306,,tiger,http://www.wikidata.org/entity/q190918,,http://www.wikidata.org/entity/q11394,tiger,felidae,"['dipnotetrapodomorpha', 'mammal']",carnivora,four asian tigers,,endangered
http://www.wikidata.org/entity/q20595,http://www.wikidata.org/entity/q1429304,"['http://www.wikidata.org/entity/q19105', 'http://www.wikidata.org/entity/q19430', 'http://www.wikidata.org/entity/q1358']","['http://www.wikidata.org/entity/q19430', 'http://www.wikidata.org/entity/q10304508', 'http://www.wikidata.org/entity/q15220643']",,,,,,sheep tick,ixodidae,"['merostomata', 'xiphosura', 'arachnida']","['xiphosura', 'ixodida', 'xiphosurida']",,,
http://www.wikidata.org/entity/q20640,http://www.wikidata.org/entity/q5878611,http://www.wikidata.org/entity/q1422487,http://www.wikidata.org/entity/q1138673,,,,,http://www.wikidata.org/entity/q278113,ambuchanania leucobryoides,sphagnaceae,sphagnopsida,sphagnales,,,vulnerable
http://www.wikidata.org/entity/q20693,http://www.wikidata.org/entity/q228241,http://www.wikidata.org/entity/q1390,http://www.wikidata.org/entity/q25312,,,,,,dark giant horsefly,tabanidae,insect,diptera,,,
http://www.wikidata.org/entity/q20747,http://www.wikidata.org/entity/q7618284,http://www.wikidata.org/entity/q1390,http://www.wikidata.org/entity/q167810,,meadow grasshopper,,,,meadow grasshopper,acrididae,insect,orthoptera,,,
http://www.wikidata.org/entity/q20778,http://www.wikidata.org/entity/q25400,,http://www.wikidata.org/entity/q21730,,corn chamomile,,,,anthemis arvensis,asteraceae,,asterales,,,
http://www.wikidata.org/entity/q20799,http://www.wikidata.org/entity/q25308,,http://www.wikidata.org/entity/q26229,,,,,,ambrella longituba,orchidaceae,,asparagales,,,
http://www.wikidata.org/entity/q20848,http://www.wikidata.org/entity/q25308,,http://www.wikidata.org/entity/q26229,,african ansellia,,,http://www.wikidata.org/entity/q278113,ansellia africana,orchidaceae,,asparagales,,,vulnerable
http://www.wikidata.org/entity/q20851,http://www.wikidata.org/entity/q327149,http://www.wikidata.org/entity/q1390,http://www.wikidata.org/entity/q22671,,great diving beetle,,,,great diving beetle,dytiscidae,insect,coleoptera,,,
http://www.wikidata.org/entity/q20857,http://www.wikidata.org/entity/q21154,http://www.wikidata.org/entity/q25368,http://www.wikidata.org/entity/q133047,,,,,,crassostrea gigas,ostreidae,bivalvia,ostreoida,,,
http://www.wikidata.org/entity/q20863,http://www.wikidata.org/entity/q270322,http://www.wikidata.org/entity/q1390,http://www.wikidata.org/entity/q26371,,common pond skater,,,,gerris lacustris,gerridae,insect,hemiptera,,,
http://www.wikidata.org/entity/q20869,http://www.wikidata.org/entity/q139689,http://www.wikidata.org/entity/q1390,"['http://www.wikidata.org/entity/q25309', 'http://www.wikidata.org/entity/q2087279']",,"common cockroach, oriental cockroach",,,,blatta orientalis,blattidae,insect,"['blattodea', 'dictyoptera']",,,
http://www.wikidata.org/entity/q20949,http://www.wikidata.org/entity/q25308,,http://www.wikidata.org/entity/q26229,,,,,,acrochaene punctata,orchidaceae,,asparagales,,,
http://www.wikidata.org/entity/q20958,http://www.wikidata.org/entity/q682450,http://www.wikidata.org/entity/q25368,http://www.wikidata.org/entity/q29876893,,,,,,mya arenaria,myidae,bivalvia,myida,,,
http://www.wikidata.org/entity/q20976,http://www.wikidata.org/entity/q474636,http://www.wikidata.org/entity/q1390,http://www.wikidata.org/entity/q25312,,cranefly,,,,tipula paludosa,tipulidae,insect,diptera,,,
http://www.wikidata.org/entity/q20993,http://www.wikidata.org/entity/q27046,http://www.wikidata.org/entity/q1390,http://www.wikidata.org/entity/q22671,,,,,,carabus cancellatus,carabidae,insect,coleoptera,,,
http://www.wikidata.org/entity/q20996,http://www.wikidata.org/entity/q25400,,http://www.wikidata.org/entity/q21730,,"['common burdock', 'lesser burdock']",,,,arctium minus,asteraceae,,asterales,,,
http://www.wikidata.org/entity/q21035,http://www.wikidata.org/entity/q26568,"['http://www.wikidata.org/entity/q1307404', 'http://www.wikidata.org/entity/q1372246']",http://www.wikidata.org/entity/q2538910,,"['small bugloss', 'bugloss']",,,,anchus arvensis,boraginaceae,"['magnoliopsida', 'rosopsida']",boraginales,,,
http://www.wikidata.org/entity/q21036,http://www.wikidata.org/entity/q156141,,http://www.wikidata.org/entity/q21808,,"['thrift', 'thrift seapink']",,,,armeria maritima,plumbaginaceae,,caryophyllales,,,
http://www.wikidata.org/entity/q21038,http://www.wikidata.org/entity/q25995,,http://www.wikidata.org/entity/q21808,,ragged robin,,,,lychnis flos-cuculi,pink family,,caryophyllales,,,
http://www.wikidata.org/entity/q21053,http://www.wikidata.org/entity/q5021403,http://www.wikidata.org/entity/q207547,http://www.wikidata.org/entity/q2760783,,,,,,dicrocoelium dendriticum,dicrocoeliidae,trematoda,plagiorchiida,,,
http://www.wikidata.org/entity/q21059,http://www.wikidata.org/entity/q136948,"['http://www.wikidata.org/entity/q19105', 'http://www.wikidata.org/entity/q19430', 'http://www.wikidata.org/entity/q1358']","['http://www.wikidata.org/entity/q19430', 'http://www.wikidata.org/entity/q15220643', 'http://www.wikidata.org/entity/q19116']",,,,,,phalangium opilio,phalangiidae,"['merostomata', 'xiphosura', 'arachnida']","['xiphosura', 'xiphosurida', 'opiliones']",,,
http://www.wikidata.org/entity/q21062,http://www.wikidata.org/entity/q28294,"['http://www.wikidata.org/entity/q23809240', 'http://www.wikidata.org/entity/q10811', 'http://www.wikidata.org/entity/q5113']","['http://www.wikidata.org/entity/q25978', 'http://www.wikidata.org/entity/q186334', 'http://www.wikidata.org/entity/q430', 'http://www.wikidata.org/entity/q138921']",,"['common murre', 'common guillemot', 'guillemot']",,,http://www.wikidata.org/entity/q211005,common murre,alcidae,"['dipnotetrapodomorpha', 'reptilia', 'bird']","['charadriiformes', 'saurischia', 'dinosaur', 'avetheropoda']",,,least concern
http://www.wikidata.org/entity/q21063,http://www.wikidata.org/entity/q156025,,http://www.wikidata.org/entity/q27341,,"['water-plantain', 'common water-plantain', 'european water plantain']",,,http://www.wikidata.org/entity/q211005,alisma plantago-aquatica,alismataceae,,alismatales,,,least concern
http://www.wikidata.org/entity/q21110,http://www.wikidata.org/entity/q145794,,http://www.wikidata.org/entity/q21138,,"['sea-holly', 'seaside eryngo']",,,,eryngium maritimum,apiaceae,,apiales,,,
http://www.wikidata.org/entity/q21113,http://www.wikidata.org/entity/q915669,http://www.wikidata.org/entity/q4867740,http://www.wikidata.org/entity/q972302,,,,,http://www.wikidata.org/entity/q211005,black slug,arionidae,gastropoda,stylommatophora,,,least concern
http://www.wikidata.org/entity/q21116,http://www.wikidata.org/entity/q24115,http://www.wikidata.org/entity/q4867740,http://www.wikidata.org/entity/q980146,,common whelk,,,,buccinum undatum,buccinidae,gastropoda,neogastropoda,,,
